training_step, return
2929796,350.0
2930528,800.0
2930939,500.0
2931418,500.0
2931897,550.0
2932672,650.0
2933081,400.0
2933686,550.0
2934246,500.0
2934551,150.0
2934998,350.0
2935569,450.0
2936060,500.0
2936688,500.0
2937208,250.0
2937476,200.0
2937932,600.0
2938391,250.0
2938738,250.0
2939168,550.0
2939812,550.0
2940465,900.0
2941054,450.0
2941612,550.0
2942026,400.0
2942564,350.0
2943121,600.0
2943720,800.0
2944092,300.0
2944568,550.0
2945074,350.0
2945601,450.0
2945991,400.0
2946596,700.0
2946998,450.0
2947489,200.0
2947931,600.0
2948344,350.0
2948859,350.0
2949396,300.0
2950026,450.0
2950629,650.0
2951120,250.0
2951472,150.0
2951974,450.0
2952625,800.0
2952992,500.0
2953364,400.0
2953698,250.0
2954267,650.0
2954726,250.0
2955247,400.0
2955863,450.0
2956465,750.0
2957111,700.0
2957469,100.0
2957996,500.0
2958584,450.0
2959065,250.0
2959376,100.0
2960025,400.0
2960590,750.0
2961079,450.0
2961557,450.0
2962073,450.0
2962603,550.0
2963075,350.0
2963662,800.0
2964249,450.0
2964735,550.0
2965342,700.0
2965850,550.0
2966435,450.0
2966914,300.0
2967521,700.0
2968024,350.0
2968483,350.0
2969056,450.0
2969659,750.0
2970280,550.0
2970687,200.0
2971085,250.0
2971352,100.0
2971959,700.0
2972389,550.0
2972845,400.0
2973132,100.0
2973734,400.0
2974394,650.0
2974883,500.0
2975170,300.0
2975656,300.0
2976155,500.0
2976566,400.0
2977045,400.0
2977563,500.0
2978223,550.0
2978674,300.0
2979285,450.0
2979566,250.0
2980003,300.0
2980264,50.0
2980908,600.0
2981466,600.0
2982148,700.0
2982478,300.0
2983101,600.0
2983539,250.0
2983999,450.0
2984473,750.0
2985072,650.0
2985434,200.0
2986041,850.0
2986737,950.0
2987393,700.0
2987819,350.0
2988144,200.0
2988691,700.0
2989136,400.0
2989639,250.0
2990232,650.0
2990527,300.0
2990916,300.0
2991456,500.0
2991848,350.0
2992264,350.0
2992592,300.0
2992899,250.0
2993396,250.0
2993865,500.0
2994280,500.0
2994964,700.0
2995580,600.0
2995883,50.0
2996189,250.0
2996601,400.0
2997097,650.0
2997750,700.0
2998149,500.0
2998652,400.0
2999112,450.0
2999605,500.0
3000165,600.0
3000877,5850.0
3001383,400.0
3001779,400.0
3002134,250.0
3002792,550.0
3003311,600.0
3003972,850.0
3004295,250.0
3004672,500.0
3005052,300.0
3005423,250.0
3005883,500.0
3006359,450.0
3006792,450.0
3007217,550.0
3007494,100.0
3007863,300.0
3008430,550.0
3008971,450.0
3009362,450.0
3009819,400.0
3010329,350.0
3010822,300.0
3011177,150.0
3011891,700.0
3012372,500.0
3012842,300.0
3013256,400.0
3013796,550.0
3014515,800.0
3015021,400.0
3015670,800.0
3016324,750.0
3016968,500.0
3017424,350.0
3018042,550.0
3018399,450.0
3018917,350.0
3019456,500.0
3020041,750.0
3020520,350.0
3021210,750.0
3021807,350.0
3022326,500.0
3022845,400.0
3023449,550.0
3024226,300.0
3024410,0.0
3025023,600.0
3025343,250.0
3025786,500.0
3026386,550.0
3026660,100.0
3027137,550.0
3027683,500.0
3028466,900.0
3028751,200.0
3029180,350.0
3029790,550.0
3030398,650.0
3031110,700.0
3031520,350.0
3032012,600.0
3032500,700.0
3033197,850.0
3033401,0.0
3033788,550.0
3034327,650.0
3034648,300.0
3035116,500.0
3035548,550.0
3035940,350.0
3036345,450.0
3036888,600.0
3037371,650.0
3037817,450.0
3038136,300.0
3038619,400.0
3039149,550.0
3039665,650.0
3040207,600.0
3040745,350.0
3041481,350.0
3042087,700.0
3042976,6000.0
3043520,650.0
3044015,500.0
3044493,450.0
3045028,500.0
3045405,400.0
3045795,200.0
3046160,150.0
3046622,400.0
3047227,850.0
3047661,450.0
3048075,400.0
3048607,400.0
3048964,350.0
3049581,650.0
3050196,450.0
3050796,650.0
3051339,550.0
3051827,500.0
3052835,500.0
3053371,550.0
3053659,100.0
3054272,500.0
3054650,350.0
3055304,750.0
3055739,400.0
3056295,450.0
3056829,450.0
3057446,300.0
3058069,850.0
3058515,150.0
3059054,400.0
3059493,500.0
3060223,1200.0
3060767,450.0
3061284,500.0
3061695,350.0
3062149,300.0
3062671,600.0
3063132,400.0
3063696,700.0
3064141,450.0
3064556,250.0
3064856,250.0
3065435,600.0
3065946,250.0
3066446,400.0
3066884,350.0
3067359,350.0
3067797,450.0
3068338,450.0
3068815,700.0
3069481,650.0
3069864,150.0
3070424,550.0
3070905,450.0
3071468,600.0
3071932,450.0
3072538,900.0
3073058,650.0
3073387,300.0
3074053,500.0
3074406,150.0
3074949,700.0
3075451,700.0
3075853,400.0
3076380,700.0
3076666,100.0
3077160,300.0
3077788,500.0
3078351,750.0
3078864,300.0
3079467,600.0
3080081,600.0
3080793,600.0
3081282,450.0
3081909,700.0
3082506,600.0
3083082,300.0
3083744,700.0
3084239,500.0
3084656,400.0
3085193,650.0
3085725,750.0
3086371,700.0
3086989,700.0
3087570,750.0
3088146,650.0
3088589,350.0
3088988,350.0
3089566,300.0
3089981,450.0
3090543,400.0
3091078,550.0
3091628,600.0
3092173,450.0
3092739,500.0
3093184,350.0
3093801,750.0
3094340,600.0
3094791,600.0
3095482,700.0
3096079,800.0
3096651,550.0
3097105,350.0
3097636,250.0
3098116,450.0
3098553,450.0
3099048,500.0
3099537,400.0
3100016,350.0
3100360,350.0
3100962,650.0
3101468,450.0
3101946,650.0
3102577,650.0
3102934,300.0
3103659,1100.0
3104295,500.0
3104835,450.0
3105316,500.0
3105841,350.0
3106417,500.0
3106975,400.0
3107471,300.0
3107829,250.0
3108238,200.0
3108593,250.0
3109164,650.0
3109759,600.0
3110020,200.0
3110478,350.0
3111125,600.0
3111550,450.0
3112023,300.0
3112517,500.0
3112866,250.0
3113514,700.0
3113987,650.0
3114512,550.0
3115019,700.0
3115238,150.0
3115732,300.0
3116232,450.0
3116663,250.0
3117370,750.0
3117943,700.0
3118291,250.0
3118840,200.0
3119362,700.0
3119718,400.0
3120341,900.0
3120771,400.0
3121496,750.0
3121821,300.0
3122300,600.0
3122800,450.0
3123265,550.0
3123723,300.0
3124257,550.0
3124697,400.0
3125356,400.0
3125880,750.0
3126275,150.0
3126923,850.0
3127632,600.0
3127921,150.0
3128563,500.0
3129148,700.0
3129836,1000.0
3130078,150.0
3130605,450.0
3131153,400.0
3131768,650.0
3132327,400.0
3133120,600.0
3133693,500.0
3134135,350.0
3134667,350.0
3135323,400.0
3135924,550.0
3136273,350.0
3136864,400.0
3137149,150.0
3137567,550.0
3137972,300.0
3138549,350.0
3139034,400.0
3139421,400.0
3139941,400.0
3140550,750.0
3140895,250.0
3141596,650.0
3142218,650.0
3142637,300.0
3143064,600.0
3143584,750.0
3144101,500.0
3144623,650.0
3144894,350.0
3145383,350.0
3145866,500.0
3146444,600.0
3146910,400.0
3147502,550.0
3148000,400.0
3148441,500.0
3148985,400.0
3149408,350.0
3150006,750.0
3150576,700.0
3151123,350.0
3151614,300.0
3152137,450.0
3152720,400.0
3153256,600.0
3153890,750.0
3154423,400.0
3154674,150.0
3155180,450.0
3155484,100.0
3156172,800.0
3156658,450.0
3156984,250.0
3157561,600.0
3158179,550.0
3158729,600.0
3159399,550.0
3160052,650.0
3160654,600.0
3160992,350.0
3161409,450.0
3161726,150.0
3162273,400.0
3162886,600.0
3163477,400.0
3163976,500.0
3164490,350.0
3164973,400.0
3165455,250.0
3165950,400.0
3166531,500.0
3167155,550.0
3167582,250.0
3167990,100.0
3168584,500.0
3169192,550.0
3169704,550.0
3170371,750.0
3170942,550.0
3171446,350.0
3171862,250.0
3172209,250.0
3172769,500.0
3173389,350.0
3174102,200.0
3174449,200.0
3175105,650.0
3175718,600.0
3176245,350.0
3176617,350.0
3176903,250.0
3177489,600.0
3177933,350.0
3178501,400.0
3179056,350.0
3179580,500.0
3180047,250.0
3180526,300.0
3181057,350.0
3181605,400.0
3182083,500.0
3182429,200.0
3182998,700.0
3183603,150.0
3184193,750.0
3184725,350.0
3185093,300.0
3185721,700.0
3186308,600.0
3186923,350.0
3187358,650.0
3187996,750.0
3188670,650.0
3189157,350.0
3189580,450.0
3190089,450.0
3190617,200.0
3191216,500.0
3191614,250.0
3192090,400.0
3192582,600.0
3193139,550.0
3193579,450.0
3194211,700.0
3194691,450.0
3195178,250.0
3195678,200.0
3196273,450.0
3196775,500.0
3197316,350.0
3197758,200.0
3198303,750.0
3198869,500.0
3199429,300.0
3199937,150.0
3200598,450.0
3201297,750.0
3201888,750.0
3202515,500.0
3202996,500.0
3203590,550.0
3204173,450.0
3204657,400.0
3205339,700.0
3205877,500.0
3206469,750.0
3207050,400.0
3207632,650.0
3208212,450.0
3208778,550.0
3209328,300.0
3209820,450.0
3210260,300.0
3210557,150.0
3211122,550.0
3211580,300.0
3211973,450.0
3212391,500.0
3212887,350.0
3213352,350.0
3213807,450.0
3214449,500.0
3214762,250.0
3215384,150.0
3215795,500.0
3216266,450.0
3216697,200.0
3217149,250.0
3217448,350.0
3218000,600.0
3218596,650.0
3219082,400.0
3219711,600.0
3220030,250.0
3220611,600.0
3221133,350.0
3221391,200.0
3221880,250.0
3222369,300.0
3222913,550.0
3223496,550.0
3223801,400.0
3224199,300.0
3224674,250.0
3225208,450.0
3225660,500.0
3226175,600.0
3226833,550.0
3227505,450.0
3227725,100.0
3228252,550.0
3228852,700.0
3229286,500.0
3229904,450.0
3230506,500.0
3230996,400.0
3231433,100.0
3231917,600.0
3232552,650.0
3233134,500.0
3233637,650.0
3234199,400.0
3234815,650.0
3235357,500.0
3235776,250.0
3236327,650.0
3236916,400.0
3237418,250.0
3237917,450.0
3238125,100.0
3238760,400.0
3239139,300.0
3239741,850.0
3240214,450.0
3240751,300.0
3241359,550.0
3242027,800.0
3242446,200.0
3242789,300.0
3243353,500.0
3243983,900.0
3244284,300.0
3244825,350.0
3245455,800.0
3245981,750.0
3246567,400.0
3247035,300.0
3247646,500.0
3248159,650.0
3248587,500.0
3249000,100.0
3249560,550.0
3250101,350.0
3250756,850.0
3251128,350.0
3251686,400.0
3252422,950.0
3252918,550.0
3253371,500.0
3253647,250.0
3254196,550.0
3254763,450.0
3255273,700.0
3255698,500.0
3256001,100.0
3256525,400.0
3256835,300.0
3257326,600.0
3257858,600.0
3258398,550.0
3258716,150.0
3259343,500.0
3259814,500.0
3260327,350.0
3260661,300.0
3260980,300.0
3261210,100.0
3261782,300.0
3262334,200.0
3262821,300.0
3263223,500.0
3263831,650.0
3264335,350.0
3264828,550.0
3265209,300.0
3265717,400.0
3266244,500.0
3266819,450.0
3267389,850.0
3267639,100.0
3268312,450.0
3268772,500.0
3269200,400.0
3269700,500.0
3270186,400.0
3270788,550.0
3271469,800.0
3271967,400.0
3272486,400.0
3272877,350.0
3273206,350.0
3273843,450.0
3274483,550.0
3274831,250.0
3275474,750.0
3275946,200.0
3276202,300.0
3276680,250.0
3277117,300.0
3277631,550.0
3278097,450.0
3278642,650.0
3279260,750.0
3279861,650.0
3280373,700.0
3280798,200.0
3281414,850.0
3281855,550.0
3282458,550.0
3282942,400.0
3283427,100.0
3284138,650.0
3284686,300.0
3285153,300.0
3285670,350.0
3286208,500.0
3286621,250.0
3287055,550.0
3287729,350.0
3288169,500.0
3288738,400.0
3289357,800.0
3289727,250.0
3290373,650.0
3290800,350.0
3291251,300.0
3291760,550.0
3292124,450.0
3292597,500.0
3293211,600.0
3293816,450.0
3294296,450.0
3294698,450.0
3295318,550.0
3295787,350.0
3296330,450.0
3297008,650.0
3297565,700.0
3297962,500.0
3298285,250.0
3298615,250.0
3299065,500.0
3299589,450.0
3300305,900.0
3300711,550.0
3301059,250.0
3301496,500.0
3302117,450.0
3302446,250.0
3302980,350.0
3303488,500.0
3303799,400.0
3304247,400.0
3304842,700.0
3305528,750.0
3305991,350.0
3306531,650.0
3307060,400.0
3307795,850.0
3308226,300.0
3308668,450.0
3309157,500.0
3309543,350.0
3310039,500.0
3310467,350.0
3310924,250.0
3311460,550.0
3312134,900.0
3312542,300.0
3312883,150.0
3313547,650.0
3314122,700.0
3314755,750.0
3315173,200.0
3315452,200.0
3315912,550.0
3316230,200.0
3316793,400.0
3317409,950.0
3317898,450.0
3318417,550.0
3318930,500.0
3319530,650.0
3320059,500.0
3320817,450.0
3321361,550.0
3321749,350.0
3322189,250.0
3322885,600.0
3323364,400.0
3323734,200.0
3324137,450.0
3324399,150.0
3324655,100.0
3325073,350.0
3325561,750.0
3326059,600.0
3326450,350.0
3326919,500.0
3327464,700.0
3327768,150.0
3328351,450.0
3328830,450.0
3329322,350.0
3329847,450.0
3330200,200.0
3330543,150.0
3331128,700.0
3331726,450.0
3332223,400.0
3332546,200.0
3332887,350.0
3333446,550.0
3333865,550.0
3334061,0.0
3334422,500.0
3334683,150.0
3335133,250.0
3335690,550.0
3336137,250.0
3336753,650.0
3337130,200.0
3337333,50.0
3337703,300.0
3338357,700.0
3339225,500.0
3339659,350.0
3340070,400.0
3340750,850.0
3341411,550.0
3341840,450.0
3342516,650.0
3343008,350.0
3343547,450.0
3343964,450.0
3344486,550.0
3345077,550.0
3345539,350.0
3345883,200.0
3346444,350.0
3346863,400.0
3347111,200.0
3347398,50.0
3347939,300.0
3348441,350.0
3348829,500.0
3349370,450.0
3349922,800.0
3350254,300.0
3350666,350.0
3351144,350.0
3351431,250.0
3351931,450.0
3352419,450.0
3352834,250.0
3353390,550.0
3353892,600.0
3354409,500.0
3354976,650.0
3355328,100.0
3355726,350.0
3356327,500.0
3356918,600.0
3357421,550.0
3357916,400.0
3358471,500.0
3358728,50.0
3359290,550.0
3359834,500.0
3360472,900.0
3361145,550.0
3361806,700.0
3362437,500.0
3363009,350.0
3363670,1050.0
3364195,600.0
3364711,350.0
3365129,250.0
3365653,150.0
3366287,500.0
3366942,550.0
3367429,700.0
3367988,550.0
3368339,200.0
3368863,300.0
3369141,200.0
3369633,250.0
3370032,450.0
3370544,400.0
3371044,200.0
3371572,500.0
3372038,450.0
3372500,200.0
3372910,350.0
3373375,300.0
3373962,550.0
3374440,450.0
3374780,350.0
3375313,450.0
3375968,600.0
3376665,550.0
3377124,200.0
3377666,500.0
3377969,200.0
3378335,400.0
3378939,450.0
3379540,750.0
3379897,350.0
3380531,550.0
3380770,100.0
3381257,350.0
3381796,450.0
3382298,350.0
3382647,300.0
3383079,450.0
3383625,400.0
3384092,300.0
3384631,600.0
3385107,450.0
3385668,400.0
3386336,450.0
3386707,350.0
3387136,400.0
3387592,250.0
3388142,550.0
3388464,350.0
3388988,500.0
3389253,250.0
3389663,200.0
3390092,150.0
3390958,350.0
3391634,750.0
3392034,350.0
3392714,950.0
3393388,850.0
3394031,600.0
3394421,150.0
3394858,500.0
3395336,350.0
3395749,200.0
3396228,450.0
3396765,550.0
3397173,250.0
3397499,150.0
3397984,350.0
3398392,500.0
3399024,350.0
3399577,600.0
3400262,750.0
3401152,950.0
3401615,300.0
3401997,300.0
3402330,150.0
3402949,600.0
3403377,400.0
3403807,350.0
3404291,350.0
3404664,400.0
3405014,300.0
3405473,450.0
3405966,400.0
3406306,300.0
3406768,300.0
3407268,300.0
3407855,450.0
3408410,650.0
3408920,650.0
3409366,500.0
3409867,450.0
3410456,500.0
3410767,200.0
3411055,150.0
3411752,800.0
3412333,300.0
3412733,250.0
3413165,550.0
3413363,150.0
3413863,150.0
3414391,350.0
3414910,400.0
3415280,400.0
3415628,200.0
3415875,200.0
3416396,150.0
3416795,200.0
3417232,200.0
3417814,300.0
3418284,400.0
3418834,300.0
3419198,450.0
3419732,350.0
3420257,550.0
3420559,300.0
3421024,350.0
3421658,450.0
3421983,350.0
3422477,550.0
3422972,200.0
3423406,250.0
3423956,550.0
3424219,150.0
3424981,500.0
3425462,300.0
3425909,400.0
3426278,300.0
3426836,550.0
3427462,300.0
3427920,250.0
3428277,150.0
3428704,450.0
3429195,200.0
3429683,450.0
3430176,200.0
3430765,400.0
3431234,550.0
3431566,200.0
3432082,750.0
3432672,300.0
3433307,450.0
3433576,250.0
3434265,300.0
3434726,300.0
3435332,450.0
3436066,750.0
3436594,450.0
3437098,300.0
3437795,550.0
3438435,500.0
3438742,300.0
3439198,400.0
3439789,550.0
3440371,500.0
3440758,350.0
3441305,500.0
3441625,300.0
3442083,250.0
3442606,550.0
3443304,300.0
3443787,550.0
3444136,450.0
3444705,450.0
3445341,450.0
3445867,400.0
3446477,750.0
3446943,450.0
3447540,400.0
3448183,400.0
3448724,600.0
3449314,650.0
3449808,400.0
3450255,250.0
3450980,800.0
3451684,950.0
3452270,400.0
3452867,550.0
3453397,500.0
3453907,400.0
3454477,650.0
3454805,200.0
3455315,250.0
3455795,350.0
3456378,500.0
3456892,250.0
3457347,500.0
3457967,750.0
3458396,350.0
3458550,0.0
3459090,550.0
3459573,350.0
3460081,50.0
3460580,600.0
3460993,300.0
3461496,550.0
3462082,400.0
3462642,500.0
3463102,450.0
3463534,400.0
3464018,400.0
3464721,850.0
3465244,300.0
3465691,450.0
3466216,400.0
3466775,600.0
3467365,550.0
3467977,800.0
3468488,450.0
3469437,650.0
3469988,450.0
3470633,450.0
3471305,650.0
3471817,600.0
3472446,550.0
3472954,300.0
3473384,450.0
3473904,450.0
3474463,500.0
3474870,250.0
3475385,400.0
3476035,750.0
3476545,550.0
3476925,250.0
3477583,750.0
3478037,500.0
3478317,150.0
3478941,500.0
3479443,350.0
3479870,200.0
3480353,300.0
3480914,100.0
3481124,0.0
3481603,550.0
3481859,100.0
3482398,450.0
3482869,50.0
3483553,400.0
3484124,350.0
3484596,550.0
3485117,350.0
3485696,600.0
3486270,600.0
3486875,550.0
3487416,400.0
3487786,350.0
3488317,400.0
3488597,250.0
3489100,350.0
3489459,200.0
3490012,500.0
3490454,350.0
3490838,300.0
3491227,500.0
3491855,550.0
3492383,350.0
3492859,500.0
3493376,400.0
3493854,650.0
3494148,200.0
3494549,450.0
3495001,250.0
3495584,550.0
3496164,850.0
3496751,800.0
3497047,150.0
3497474,350.0
3497761,200.0
3498409,700.0
3498972,750.0
3499435,400.0
3500161,750.0
3500679,500.0
3501358,450.0
3501663,450.0
3502093,250.0
3502596,350.0
3503221,800.0
3503653,500.0
3503930,250.0
3504516,850.0
3504984,250.0
3505342,250.0
3505891,400.0
3506468,300.0
3506923,300.0
3507415,400.0
3507739,400.0
3508162,450.0
3508668,250.0
3509025,400.0
3509329,200.0
3509891,450.0
3510428,300.0
3510931,350.0
3511390,250.0
3511742,450.0
3512070,250.0
3512581,500.0
3512976,250.0
3513513,550.0
3514044,400.0
3514584,450.0
3515189,350.0
3515708,700.0
3516189,600.0
3516850,650.0
3517477,450.0
3517862,450.0
3518479,450.0
3519026,400.0
3519383,200.0
3519772,200.0
3520056,150.0
3520479,300.0
3520781,250.0
3521424,550.0
3521798,450.0
3522370,600.0
3522868,550.0
3523190,200.0
3523744,550.0
3524116,350.0
3524595,300.0
3525042,400.0
3525466,450.0
3526123,700.0
3526657,400.0
3526897,100.0
3527246,350.0
3527560,200.0
3527727,0.0
3528074,400.0
3528573,350.0
3528926,200.0
3529559,850.0
3530178,600.0
3530782,550.0
3531304,350.0
3531760,350.0
3532466,400.0
3532982,550.0
3533460,500.0
3533909,400.0
3534149,50.0
3534551,500.0
3535125,300.0
3535725,500.0
3536384,750.0
3537152,850.0
3537556,400.0
3538019,550.0
3538584,500.0
3539129,450.0
3539504,300.0
3540003,450.0
3540508,350.0
3541118,600.0
3541636,350.0
3542125,350.0
3542789,650.0
3543328,450.0
3543944,750.0
3544643,700.0
3545249,600.0
3545728,400.0
3546341,600.0
3546613,100.0
3547274,650.0
3547787,500.0
3548027,150.0
3548504,250.0
3548988,550.0
3549539,300.0
3550168,700.0
3550662,750.0
3551080,500.0
3551500,450.0
3552032,300.0
3552594,550.0
3553147,250.0
3553563,350.0
3553977,300.0
3554460,650.0
3554953,500.0
3555547,400.0
3556150,200.0
3556691,550.0
3557253,750.0
3557748,200.0
3558236,550.0
3558743,650.0
3559210,500.0
3559761,400.0
3560001,200.0
3560451,350.0
3560894,200.0
3561295,250.0
3561870,500.0
3562378,800.0
3562854,300.0
3563398,750.0
3563861,550.0
3564435,700.0
3565095,650.0
3565638,400.0
3565916,150.0
3566437,300.0
3567032,550.0
3567683,800.0
3568442,300.0
3569004,350.0
3569573,250.0
3570246,550.0
3570689,400.0
3571203,500.0
3571805,550.0
3572362,500.0
3572813,300.0
3573414,500.0
3573871,200.0
3574429,650.0
3574897,350.0
3575413,350.0
3576132,600.0
3576587,300.0
3577079,350.0
3577554,250.0
3578045,400.0
3578636,600.0
3579186,450.0
3579829,300.0
3580224,200.0
3580787,600.0
3581442,400.0
3581973,550.0
3582503,350.0
3583021,600.0
3583520,400.0
3583974,650.0
3584366,300.0
3584831,550.0
3585280,550.0
3585755,400.0
3586350,400.0
3586992,900.0
3587469,650.0
3587863,350.0
3588424,350.0
3589072,600.0
3589400,300.0
3589912,450.0
3590406,500.0
3590818,500.0
3591438,800.0
3591848,400.0
3592483,700.0
3593045,700.0
3593534,450.0
3593887,300.0
3594439,750.0
3594873,400.0
3595394,300.0
3595859,350.0
3596302,300.0
3597048,600.0
3597516,550.0
3597987,400.0
3598400,200.0
3598915,400.0
3599334,200.0
3599889,700.0
3600266,250.0
3600833,600.0
3601445,700.0
3601750,150.0
3602195,200.0
3602655,400.0
3603297,350.0
3603785,250.0
3604044,100.0
3604454,400.0
3605104,550.0
3605481,400.0
3605975,350.0
3606549,700.0
3606973,200.0
3607459,500.0
3608066,700.0
3608656,550.0
3609151,700.0
3609734,500.0
3610355,400.0
3610953,650.0
3611449,450.0
3612031,500.0
3612572,350.0
3613085,400.0
3613487,250.0
3614107,700.0
3614684,350.0
3615183,550.0
3615793,650.0
3616402,300.0
3616969,500.0
3617596,550.0
3618195,450.0
3618739,550.0
3619404,500.0
3620016,700.0
3620703,850.0
3621274,400.0
3621895,650.0
3622384,400.0
3622894,450.0
3623474,650.0
3624117,600.0
3624646,600.0
3624935,100.0
3625508,400.0
3625984,450.0
3626398,350.0
3626921,300.0
3627372,400.0
3627983,550.0
3628482,500.0
3628967,350.0
3629599,650.0
3630051,400.0
3630727,400.0
3630912,100.0
3631438,350.0
3632110,350.0
3632562,500.0
3633162,700.0
3633688,500.0
3634152,700.0
3634455,250.0
3634943,450.0
3635486,550.0
3635993,400.0
3636556,850.0
3637189,500.0
3637594,250.0
3638130,550.0
3638655,650.0
3639157,350.0
3639615,250.0
3640093,350.0
3640540,200.0
3641026,250.0
3641459,550.0
3641994,500.0
3642515,550.0
3643061,700.0
3643551,450.0
3644048,350.0
3644578,500.0
3645203,650.0
3645826,600.0
3646484,700.0
3646987,400.0
3647604,650.0
3648278,550.0
3648749,350.0
3649204,300.0
3649824,450.0
3650275,650.0
3650628,250.0
3651181,500.0
3651647,600.0
3652255,600.0
3652709,350.0
3653287,700.0
3653784,350.0
3654298,450.0
3654751,500.0
3655273,650.0
3655828,400.0
3656525,800.0
3656880,150.0
3657448,500.0
3657747,150.0
3658242,350.0
3658769,500.0
3659264,250.0
3659839,400.0
3660395,650.0
3660721,350.0
3661142,400.0
3661697,450.0
3662368,750.0
3662760,300.0
3663184,350.0
3663478,350.0
3664184,450.0
3664643,400.0
3665254,500.0
3665634,400.0
3665919,250.0
3666412,500.0
3666844,300.0
3667118,200.0
3667643,700.0
3668088,450.0
3668671,600.0
3669171,450.0
3669760,500.0
3670397,550.0
3670794,250.0
3671403,650.0
3671938,250.0
3672517,650.0
3673102,550.0
3673549,250.0
3674157,700.0
3674637,350.0
3675347,750.0
3675940,650.0
3676478,400.0
3676900,350.0
3677255,100.0
3677813,600.0
3678224,250.0
3678777,550.0
3679325,600.0
3679644,250.0
3680052,700.0
3680566,550.0
3680967,350.0
3681551,600.0
3682087,450.0
3682579,250.0
3683069,600.0
3683522,450.0
3684172,250.0
3684781,750.0
3685032,50.0
3685648,700.0
3686239,400.0
3686793,650.0
3687227,550.0
3687740,400.0
3688095,150.0
3688563,300.0
3689138,350.0
3689417,300.0
3689807,350.0
3690313,600.0
3690839,500.0
3691445,450.0
3691833,400.0
3692296,450.0
3692850,600.0
3693243,250.0
3693880,450.0
3694282,350.0
3694766,450.0
3695166,200.0
3695745,600.0
3696178,300.0
3696437,200.0
3696981,400.0
3697432,300.0
3697907,400.0
3698481,250.0
3699104,500.0
3699483,400.0
3700035,600.0
3700396,600.0
3700875,450.0
3701094,100.0
3701402,150.0
3702003,400.0
3702525,250.0
3703069,450.0
3703664,650.0
3704125,500.0
3704483,200.0
3705076,250.0
3705565,0.0
3706019,400.0
3706503,350.0
3707048,700.0
3707332,50.0
3707744,50.0
3708244,500.0
3708696,400.0
3709192,350.0
3709767,300.0
3710152,450.0
3710550,400.0
3711197,400.0
3711608,550.0
3712179,550.0
3712616,300.0
3713006,200.0
3713288,100.0
3713549,0.0
3714116,450.0
3714531,350.0
3714987,450.0
3715409,350.0
3715843,400.0
3716311,100.0
3716971,600.0
3717217,200.0
3717800,600.0
3718370,600.0
3719007,600.0
3719424,350.0
3719815,250.0
3720247,500.0
3720719,550.0
3721196,300.0
3721786,500.0
3722395,700.0
3722915,450.0
3723394,600.0
3723875,350.0
3724491,550.0
3724819,150.0
3725152,300.0
3725375,150.0
3725618,100.0
3725997,350.0
3726283,50.0
3726962,550.0
3727433,200.0
3727928,200.0
3728409,300.0
3729032,700.0
3729609,700.0
3729942,100.0
3730171,150.0
3730747,500.0
3731261,300.0
3731845,400.0
3732393,600.0
3732615,50.0
3732969,300.0
3733380,500.0
3733901,350.0
3734539,700.0
3735161,600.0
3735710,600.0
3736302,650.0
3736924,400.0
3737593,750.0
3738202,500.0
3738748,500.0
3739266,800.0
3739737,600.0
3740195,500.0
3740460,300.0
3741006,500.0
3741646,800.0
3741968,200.0
3742498,400.0
3742925,200.0
3743568,450.0
3744090,450.0
3744646,600.0
3745150,200.0
3745595,350.0
3746224,500.0
3746739,550.0
3747233,400.0
3747714,200.0
3748301,450.0
3748694,200.0
3749113,150.0
3749638,650.0
3750137,700.0
3750528,450.0
3750881,350.0
3751401,450.0
3751966,500.0
3752266,200.0
3752891,750.0
3753286,400.0
3753874,600.0
3754314,250.0
3754863,450.0
3755416,400.0
3756145,850.0
3756625,500.0
3757090,400.0
3757647,450.0
3758173,500.0
3758704,150.0
3759308,700.0
3759921,550.0
3760204,200.0
3760672,350.0
3761324,650.0
3761769,100.0
3762235,150.0
3762577,350.0
3763094,250.0
3763584,350.0
3764032,300.0
3764534,450.0
3764988,300.0
3765320,150.0
3765758,300.0
3766320,550.0
3766760,400.0
3767267,450.0
3767741,500.0
3768251,600.0
3768712,400.0
3769227,150.0
3769576,250.0
3770130,350.0
3770764,550.0
3771310,500.0
3771875,650.0
3772344,350.0
3772694,350.0
3773006,200.0
3773418,450.0
3774010,450.0
3774388,450.0
3774884,150.0
3775377,500.0
3775818,350.0
3776327,400.0
3776926,600.0
3777297,300.0
3777911,550.0
3778456,650.0
3778798,300.0
3779346,600.0
3779902,550.0
3780494,450.0
3780849,400.0
3781178,250.0
3781844,650.0
3782331,400.0
3782838,450.0
3783162,250.0
3783661,500.0
3784242,700.0
3784612,150.0
3785083,300.0
3785570,350.0
3785924,250.0
3786402,250.0
3786820,500.0
3787730,400.0
3788217,400.0
3788671,400.0
3789292,350.0
3789758,400.0
3790222,450.0
3790855,750.0
3791155,300.0
3791670,200.0
3792414,600.0
3792842,350.0
3793361,550.0
3793750,350.0
3794279,400.0
3794952,350.0
3795445,450.0
3795891,650.0
3796505,950.0
3796795,350.0
3797264,500.0
3797787,500.0
3798191,350.0
3798717,750.0
3798938,100.0
3799440,600.0
3799809,350.0
3800332,250.0
3800851,400.0
3801485,650.0
3802054,700.0
3802352,250.0
3802745,350.0
3803091,200.0
